1, 12.3738
2, 12.9404
3, 12.3344
4, 20.5526
5, 12.0266
6, 11.7756
7, 12.3358
8, 11.536
9, 12.5004
10, 20.2446
11, 12.3427
12, 10.7752
13, 11.9568
14, 11.2393
15, 12.2595
16, 11.8763
17, 12.7235
18, 12.0693
19, 13.0336
20, 31.1607
21, 13.338
22, 11.6462
23, 12.3542
24, 11.5551
25, 12.1363
26, 11.7314
27, 12.3545
28, 12.6431
29, 12.6669
30, 11.8688
31, 12.8592
32, 12.458
33, 13.1507
34, 13.5415
35, 13.4301
36, 13.0293
37, 14.6193
38, 12.7786
39, 12.9816
40, 12.9983
41, 13.9878
42, 41.16
43, 13.4669
44, 12.1702
45, 13.987
46, 12.2853
47, 12.9262
48, 12.1364
49, 12.9326
50, 12.5036
51, 13.15
52, 12.8448
53, 12.9725
54, 12.6922
55, 13.1669
56, 12.7693
57, 13.3837
58, 13.5372
59, 13.4092
60, 12.6848
61, 13.523
62, 13.4176
63, 16.4233
64, 13.292
65, 13.7568
66, 12.134
67, 12.3301
68, 12.1909
69, 12.2879
70, 13.331
71, 12.3688
72, 12.1759
73, 12.223
74, 12.3073
75, 12.5621
76, 13.9724
77, 12.7183
78, 12.3734
79, 12.5779
80, 12.8351
81, 13.4649
82, 13.9142
83, 13.1244
84, 12.9313
85, 12.7896
86, 12.7714
87, 12.736
88, 14.5748
89, 13.0238
90, 67.7948
91, 13.9459
92, 12.3624
93, 12.2648
94, 12.228
95, 12.2816
96, 12.3981
97, 13.9343
98, 13.3811
99, 13.1499
100, 12.7093
101, 12.6454
102, 13.123
103, 13.6961
104, 12.7086
105, 12.4977
106, 12.7334
107, 12.4226
108, 12.9301
109, 14.0238
110, 12.8877
111, 12.5712
112, 12.7807
113, 12.2951
114, 12.8647
115, 13.8914
116, 13.0926
117, 12.5256
118, 13.0391
119, 12.6228
120, 13.0728
121, 14.1368
122, 13.3478
123, 12.9139
124, 13.1239
125, 12.642
126, 12.9416
127, 14.0694
128, 13.4055
129, 12.9298
130, 13.327
131, 13.2553
132, 13.1913
133, 14.2677
134, 13.7127
135, 12.9387
136, 13.1617
137, 14.3604
138, 14.4923
139, 14.4627
140, 13.7237
141, 13.0493
142, 13.3489
143, 12.9365
144, 13.4999
145, 13.7152
146, 14.0322
147, 13.1029
148, 13.4105
149, 13.0289
