3000, 11.1379
3001, 22.7624
3002, 11.7558
3003, 22.6413
3004, 11.2355
3005, 22.4777
3006, 11.2837
3007, 22.9144
3008, 11.7101
3009, 22.7525
3010, 11.314
3011, 23.0004
3012, 11.2972
3013, 22.9463
3014, 11.6093
3015, 22.8488
3016, 11.1043
3017, 22.6008
3018, 11.2365
3019, 22.7613
3020, 11.5495
3021, 22.8631
3022, 11.215
3023, 22.6947
3024, 11.5555
3025, 22.8946
3026, 11.5101
3027, 22.6417
3028, 11.2085
3029, 22.3429
3030, 11.8111
3031, 22.8286
3032, 11.2823
3033, 22.6025
3034, 11.2008
3035, 22.9856
3036, 11.7277
3037, 22.906
3038, 11.1595
3039, 22.3168
3040, 11.2891
3041, 23.191
3042, 11.7722
3043, 22.8725
3044, 11.2266
3045, 22.4997
3046, 11.6423
3047, 22.8674
3048, 11.5257
3049, 22.5933
3050, 11.1424
3051, 22.8397
3052, 11.874
3053, 22.8438
3054, 11.2031
3055, 22.6549
3056, 11.4101
3057, 23.1146
3058, 11.7147
3059, 22.7546
3060, 11.1646
3061, 22.5927
3062, 11.256
3063, 23.049
3064, 11.7252
3065, 22.7361
3066, 11.2746
3067, 22.6538
3068, 11.4359
3069, 23.0484
3070, 11.6566
3071, 22.8059
3072, 11.2681
3073, 22.4957
3074, 11.7729
3075, 23.0146
3076, 11.3554
3077, 22.7064
3078, 11.2523
3079, 22.8578
3080, 11.8371
3081, 22.3522
3082, 11.3073
3083, 23.3692
3084, 11.6723
3085, 22.9444
3086, 11.4883
3087, 23.0078
3088, 11.2336
3089, 22.6665
3090, 11.3924
3091, 23.2037
3092, 11.64
3093, 22.8308
3094, 11.3209
3095, 22.5763
3096, 11.6631
3097, 22.8597
3098, 11.5415
3099, 22.7827
3100, 11.1441
3101, 22.5293
3102, 11.8716
3103, 22.9082
3104, 11.3664
3105, 22.7239
3106, 11.1753
3107, 22.9265
3108, 11.7683
3109, 22.6906
3110, 11.2294
3111, 22.4996
3112, 11.3471
3113, 22.965
3114, 11.4429
3115, 22.9873
3116, 11.288
3117, 22.651
3118, 11.3349
3119, 23.3536
3120, 11.7505
3121, 22.8335
3122, 11.4019
3123, 22.7461
3124, 11.7435
3125, 22.9681
3126, 11.4818
3127, 22.8531
3128, 11.3144
3129, 22.918
3130, 11.8991
3131, 22.792
3132, 11.3172
3133, 22.6809
3134, 11.3205
3135, 22.9051
3136, 11.5446
3137, 23.274
3138, 11.2746
3139, 22.7923
3140, 11.4233
3141, 23.2214
3142, 11.7465
3143, 22.8099
3144, 11.3492
3145, 22.5763
3146, 11.9598
3147, 23.2824
3148, 11.7997
3149, 22.959
3150, 11.5067
3151, 23.2007
3152, 11.638
3153, 23.0219
3154, 11.4307
3155, 22.6936
3156, 11.8451
3157, 23.1083
3158, 11.5559
3159, 22.6774
3160, 11.4463
3161, 23.1721
3162, 11.7578
3163, 22.7422
3164, 11.7554
3165, 22.6389
3166, 11.4384
3167, 22.7147
3168, 11.2842
3169, 22.8299
3170, 12.0452
3171, 22.939
3172, 11.398
3173, 22.7581
3174, 11.3076
3175, 23.0297
3176, 11.6786
3177, 22.9375
3178, 11.2829
3179, 22.797
3180, 11.4234
3181, 23.0585
3182, 11.7194
3183, 23.1677
3184, 11.4144
3185, 22.8392
3186, 11.4998
3187, 23.3233
3188, 11.8067
3189, 22.9061
3190, 11.4044
3191, 22.7322
3192, 11.8843
3193, 23.0164
3194, 11.5295
3195, 22.6088
3196, 11.2966
3197, 22.9459
3198, 12.0133
3199, 22.8849
3200, 11.37
3201, 22.7967
3202, 11.4507
3203, 22.8886
3204, 11.7248
3205, 22.8036
3206, 11.4213
3207, 23.0182
3208, 11.4012
3209, 23.4637
3210, 11.8305
3211, 22.798
3212, 11.3738
3213, 22.6472
3214, 11.9487
3215, 22.9924
3216, 11.5011
3217, 22.9185
3218, 11.3465
3219, 23.0303
3220, 12.0142
3221, 23.2268
3222, 11.4098
3223, 22.6021
3224, 11.406
3225, 22.8125
3226, 11.7156
3227, 22.985
3228, 11.3557
3229, 22.6724
3230, 11.4084
3231, 23.1478
3232, 11.8048
3233, 22.883
3234, 11.3808
3235, 22.7507
3236, 11.7901
3237, 23.2404
3238, 11.584
3239, 22.7808
3240, 11.4701
3241, 23.0179
3242, 12.062
3243, 23.01
3244, 11.4199
3245, 22.8174
3246, 11.3357
3247, 22.9028
3248, 11.7318
3249, 22.8828
3250, 11.4293
3251, 22.7715
3252, 11.52
3253, 23.2072
3254, 11.7625
3255, 22.8033
3256, 11.3509
3257, 22.8866
3258, 11.6181
3259, 23.11
3260, 11.6795
3261, 22.9746
3262, 11.3968
3263, 22.8817
3264, 12.2904
3265, 23.0513
3266, 11.4993
3267, 22.7816
3268, 11.4188
3269, 23.007
3270, 11.9415
3271, 22.8006
3272, 11.4901
3273, 23.1442
3274, 11.5166
3275, 24.8708
